gene_id,symbol,name
ENSG00000131015,ULBP2,UL16 binding protein 2
ENSG00000131016,AKAP12,A-kinase anchoring protein 12
ENSG00000131018,SYNE1,spectrin repeat containing nuclear envelope protein 1
ENSG00000131019,ULBP3,UL16 binding protein 3
ENSG00000131023,LATS1,large tumor suppressor kinase 1
ENSG00000131037,EPS8L1,EPS8 signaling adaptor L1
ENSG00000131043,AAR2,AAR2 splicing factor
ENSG00000131044,TTLL9,tubulin tyrosine ligase like 9
ENSG00000131051,RBM39,RNA binding motif protein 39
ENSG00000131061,ZNF341,zinc finger protein 341
ENSG00000131067,GGT7,gamma-glutamyltransferase 7
ENSG00000131069,ACSS2,acyl-CoA synthetase short chain family member 2
ENSG00000131080,EDA2R,ectodysplasin A2 receptor
ENSG00000131089,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9
ENSG00000131094,C1QL1,complement C1q like 1
ENSG00000131095,GFAP,glial fibrillary acidic protein
ENSG00000131096,PYY,peptide YY
ENSG00000131097,HIGD1B,HIG1 hypoxia inducible domain family member 1B
ENSG00000131100,ATP6V1E1,ATPase H+ transporting V1 subunit E1
ENSG00000131115,ZNF227,zinc finger protein 227
ENSG00000131116,ZNF428,zinc finger protein 428
ENSG00000131126,TEX101,testis expressed 101
ENSG00000131127,ZNF141,zinc finger protein 141
ENSG00000131142,CCL25,C-C motif chemokine ligand 25
ENSG00000131143,COX4I1,cytochrome c oxidase subunit 4I1
ENSG00000131148,EMC8,ER membrane protein complex subunit 8
ENSG00000131149,GSE1,Gse1 coiled-coil protein
ENSG00000131152,,
ENSG00000131153,GINS2,GINS complex subunit 2
ENSG00000131165,CHMP1A,charged multivesicular body protein 1A
ENSG00000131171,SH3BGRL,SH3 domain binding glutamate rich protein like
ENSG00000131174,COX7B,cytochrome c oxidase subunit 7B
ENSG00000131183,SLC34A1,solute carrier family 34 member 1
ENSG00000131187,F12,coagulation factor XII
ENSG00000131188,PRR7,"proline rich 7, synaptic"
ENSG00000131196,NFATC1,nuclear factor of activated T cells 1
ENSG00000131203,IDO1,"indoleamine 2,3-dioxygenase 1"
ENSG00000131233,GJA9,gap junction protein alpha 9
ENSG00000131236,CAP1,cyclase associated actin cytoskeleton regulatory protein 1
ENSG00000131238,PPT1,palmitoyl-protein thioesterase 1
ENSG00000131242,RAB11FIP4,RAB11 family interacting protein 4
ENSG00000131263,RLIM,"ring finger protein, LIM domain interacting"
ENSG00000131269,ABCB7,ATP binding cassette subfamily B member 7
ENSG00000131323,TRAF3,TNF receptor associated factor 3
ENSG00000131351,HAUS8,HAUS augmin like complex subunit 8
ENSG00000131355,ADGRE3,adhesion G protein-coupled receptor E3
ENSG00000131368,MRPS25,mitochondrial ribosomal protein S25
ENSG00000131370,SH3BP5,SH3 domain binding protein 5
ENSG00000131373,HACL1,2-hydroxyacyl-CoA lyase 1
ENSG00000131374,TBC1D5,TBC1 domain family member 5
ENSG00000131375,CAPN7,calpain 7
ENSG00000131378,RFTN1,"raftlin, lipid raft linker 1"
ENSG00000131379,FAM194C,family with sequence similarity 149 member C
ENSG00000131381,RBSN,"rabenosyn, RAB effector"
ENSG00000131386,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15
ENSG00000131389,SLC6A6,solute carrier family 6 member 6
ENSG00000131398,KCNC3,potassium voltage-gated channel subfamily C member 3
ENSG00000131400,NAPSA,napsin A aspartic peptidase
ENSG00000131408,NR1H2,nuclear receptor subfamily 1 group H member 2
ENSG00000131409,LRRC4B,leucine rich repeat containing 4B
ENSG00000131437,KIF3A,kinesin family member 3A
ENSG00000131446,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
ENSG00000131459,GFPT2,glutamine--fructose-6-phosphate transaminase 2
ENSG00000131462,TUBG1,tubulin gamma 1
ENSG00000131467,PSME3,proteasome activator subunit 3
ENSG00000131469,RPL27,ribosomal protein L27
ENSG00000131470,PSMC3IP,PSMC3 interacting protein
ENSG00000131471,AOC3,amine oxidase copper containing 3
ENSG00000131473,ACLY,ATP citrate lyase
ENSG00000131475,VPS25,vacuolar protein sorting 25 homolog
ENSG00000131477,RAMP2,receptor activity modifying protein 2
ENSG00000131480,AOC2,amine oxidase copper containing 2
ENSG00000131482,G6PC1,glucose-6-phosphatase catalytic subunit 1
ENSG00000131495,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2
ENSG00000131503,ANKHD1,ankyrin repeat and KH domain containing 1
ENSG00000131504,DIAPH1,diaphanous related formin 1
ENSG00000131507,NDFIP1,Nedd4 family interacting protein 1
ENSG00000131508,UBE2D2,ubiquitin conjugating enzyme E2 D2
ENSG00000131558,EXOC4,exocyst complex component 4
ENSG00000131584,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
ENSG00000131591,C1orf159,chromosome 1 open reading frame 159
ENSG00000131620,ANO1,anoctamin 1
ENSG00000131626,PPFIA1,PPFI scaffold protein A1
ENSG00000131634,TMEM204,transmembrane protein 204
ENSG00000131650,KREMEN2,kringle containing transmembrane protein 2
ENSG00000131652,THOC6,THO complex subunit 6
ENSG00000131653,TRAF7,TNF receptor associated factor 7
ENSG00000131668,BARX1,BARX homeobox 1
ENSG00000131669,NINJ1,ninjurin 1
ENSG00000131686,CA6,carbonic anhydrase 6
ENSG00000131697,NPHP4,nephrocystin 4
ENSG00000131711,MAP1B,microtubule associated protein 1B
ENSG00000131724,IL13RA1,interleukin 13 receptor subunit alpha 1
ENSG00000131725,WDR44,WD repeat domain 44
ENSG00000131730,CKMT2,"creatine kinase, mitochondrial 2"
ENSG00000131732,ZCCHC9,zinc finger CCHC-type containing 9
ENSG00000131746,TNS4,tensin 4
ENSG00000131747,TOP2A,DNA topoisomerase II alpha
ENSG00000131748,STARD3,StAR related lipid transfer domain containing 3
ENSG00000131759,RARA,retinoic acid receptor alpha
ENSG00000131771,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B
ENSG00000131773,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3"
ENSG00000131778,CHD1L,chromodomain helicase DNA binding protein 1 like
ENSG00000131779,PEX11B,peroxisomal biogenesis factor 11 beta
ENSG00000131781,FMO5,flavin containing dimethylaniline monoxygenase 5
ENSG00000131788,PIAS3,protein inhibitor of activated STAT 3
ENSG00000131791,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2
ENSG00000131797,CLUHP3,clustered mitochondria homolog pseudogene 3
ENSG00000131828,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1
ENSG00000131831,RAI2,retinoic acid induced 2
ENSG00000131844,MCCC2,methylcrotonyl-CoA carboxylase subunit 2
ENSG00000131845,ZNF304,zinc finger protein 304
ENSG00000131848,ZSCAN5A,zinc finger and SCAN domain containing 5A
ENSG00000131849,ZNF132,zinc finger protein 132
ENSG00000131864,USP29,ubiquitin specific peptidase 29
ENSG00000131871,SELENOS,selenoprotein S
ENSG00000131873,CHSY1,chondroitin sulfate synthase 1
ENSG00000131876,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
ENSG00000131899,LLGL1,LLGL scribble cell polarity complex component 1
ENSG00000131910,NR0B2,nuclear receptor subfamily 0 group B member 2
ENSG00000131914,LIN28A,lin-28 RNA binding posttranscriptional regulator A
ENSG00000131931,THAP1,THAP domain containing 1
ENSG00000131941,RHPN2,rhophilin Rho GTPase binding protein 2
ENSG00000131943,C19orf12,chromosome 19 open reading frame 12
ENSG00000131944,FAAP24,FA core complex associated protein 24
ENSG00000131951,LRRC9,leucine rich repeat containing 9
ENSG00000131966,ACTR10,actin related protein 10
ENSG00000131969,ABHD12B,abhydrolase domain containing 12B
ENSG00000131979,GCH1,GTP cyclohydrolase 1
ENSG00000131981,LGALS3,galectin 3
ENSG00000132000,PODNL1,podocan like 1
ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
ENSG00000132003,ZSWIM4,zinc finger SWIM-type containing 4
ENSG00000132004,FBXW9,F-box and WD repeat domain containing 9
ENSG00000132005,RFX1,regulatory factor X1
ENSG00000132010,ZNF20,zinc finger protein 20
ENSG00000132016,BRME1,break repair meiotic recombinase recruitment factor 1
ENSG00000132017,DCAF15,DDB1 and CUL4 associated factor 15
ENSG00000132024,CC2D1A,coiled-coil and C2 domain containing 1A
ENSG00000132026,RTBDN,retbindin
ENSG00000132031,MATN3,matrilin 3
ENSG00000132109,TRIM21,tripartite motif containing 21
ENSG00000132122,SPATA6,spermatogenesis associated 6
ENSG00000132128,LRRC41,leucine rich repeat containing 41
ENSG00000132141,CCT6B,chaperonin containing TCP1 subunit 6B
ENSG00000132153,DHX30,DExH-box helicase 30
ENSG00000132155,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
ENSG00000132164,SLC6A11,solute carrier family 6 member 11
ENSG00000132170,PPARG,peroxisome proliferator activated receptor gamma
ENSG00000132182,NUP210,nucleoporin 210
ENSG00000132185,FCRLA,Fc receptor like A
ENSG00000132196,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7
ENSG00000132199,ENOSF1,enolase superfamily member 1
ENSG00000132204,LINC00470,long intergenic non-protein coding RNA 470
ENSG00000132205,EMILIN2,elastin microfibril interfacer 2
ENSG00000132207,SLX1A,structure-specific endonuclease subunit SLX1A
ENSG00000132254,ARFIP2,ARF interacting protein 2
ENSG00000132256,TRIM5,tripartite motif containing 5
ENSG00000132259,CNGA4,cyclic nucleotide gated channel subunit alpha 4
ENSG00000132274,TRIM22,tripartite motif containing 22
ENSG00000132275,RRP8,ribosomal RNA processing 8
ENSG00000132286,TIMM10B,translocase of inner mitochondrial membrane 10B
ENSG00000132294,EFR3A,EFR3 homolog A
ENSG00000132297,HHLA1,HHLA1 neighbor of OC90
ENSG00000132300,PTCD3,pentatricopeptide repeat domain 3
ENSG00000132305,IMMT,inner membrane mitochondrial protein
ENSG00000132313,MRPL35,mitochondrial ribosomal protein L35
ENSG00000132321,DRC11,dynein regulatory complex subunit 11
ENSG00000132323,ILKAP,ILK associated serine/threonine phosphatase
ENSG00000132326,PER2,period circadian regulator 2
ENSG00000132329,RAMP1,receptor activity modifying protein 1
ENSG00000132330,SCLY,selenocysteine lyase
ENSG00000132334,PTPRE,protein tyrosine phosphatase receptor type E
ENSG00000132341,RAN,"RAN, member RAS oncogene family"
ENSG00000132356,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1
ENSG00000132357,CARD6,caspase recruitment domain family member 6
ENSG00000132359,RAP1GAP2,RAP1 GTPase activating protein 2
ENSG00000132361,CLUH,CLUH binding protein of NUMT mRNA
ENSG00000132376,INPP5K,inositol polyphosphate-5-phosphatase K
ENSG00000132382,MYBBP1A,MYB binding protein 1a
ENSG00000132383,RPA1,replication protein A1
ENSG00000132386,SERPINF1,serpin family F member 1
ENSG00000132388,UBE2G1,ubiquitin conjugating enzyme E2 G1
ENSG00000132394,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific"
ENSG00000132405,TBC1D14,TBC1 domain family member 14
ENSG00000132406,TMEM128,transmembrane protein 128
ENSG00000132423,COQ3,"coenzyme Q3, methyltransferase"
ENSG00000132424,PNISR,PNN interacting serine and arginine rich protein
ENSG00000132429,POPDC3,popeye domain cAMP effector 3
ENSG00000132432,SEC61G,SEC61 translocon subunit gamma
ENSG00000132434,LANCL2,LanC like glutathione S-transferase 2
ENSG00000132436,FIGNL1,fidgetin like 1
ENSG00000132437,DDC,dopa decarboxylase
ENSG00000132446,FTHL17,ferritin heavy chain like 17
ENSG00000132463,GRSF1,G-rich RNA sequence binding factor 1
ENSG00000132466,ANKRD17,ankyrin repeat domain 17
ENSG00000132467,UTP3,UTP3 small subunit processome component
ENSG00000132470,ITGB4,integrin subunit beta 4
ENSG00000132471,WBP2,WW domain binding protein 2
ENSG00000132475,H3-3B,H3.3 histone B
ENSG00000132478,UNK,unk zinc finger
ENSG00000132481,TRIM47,tripartite motif containing 47
ENSG00000132485,ZRANB2,zinc finger RANBP2-type containing 2
ENSG00000132507,EIF5A,eukaryotic translation initiation factor 5A
ENSG00000132510,KDM6B,lysine demethylase 6B
ENSG00000132514,CLEC10A,C-type lectin domain containing 10A
ENSG00000132517,SLC52A1,solute carrier family 52 member 1
ENSG00000132518,GUCY2D,"guanylate cyclase 2D, retinal"
ENSG00000132522,GPS2,G protein pathway suppressor 2
ENSG00000132530,XAF1,XIAP associated factor 1
ENSG00000132535,DLG4,discs large MAGUK scaffold protein 4
ENSG00000132541,RIDA,reactive intermediate imine deaminase A
ENSG00000132549,VPS13B,vacuolar protein sorting 13 homolog B
ENSG00000132554,RGS22,regulator of G protein signaling 22
ENSG00000132561,MATN2,matrilin 2
ENSG00000132563,REEP2,receptor accessory protein 2
ENSG00000132570,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2
ENSG00000132581,SDF2,stromal cell derived factor 2
ENSG00000132589,FLOT2,flotillin 2
ENSG00000132591,ERAL1,Era like 12S mitochondrial rRNA chaperone 1
ENSG00000132600,PRMT7,protein arginine methyltransferase 7
ENSG00000132603,NIP7,nucleolar pre-rRNA processing protein NIP7
ENSG00000132604,TERF2,telomeric repeat binding factor 2
ENSG00000132612,VPS4A,vacuolar protein sorting 4 homolog A
ENSG00000132613,MTSS2,MTSS I-BAR domain containing 2
ENSG00000132622,HSPA12B,heat shock protein family A (Hsp70) member 12B
ENSG00000132623,ANKEF1,ankyrin repeat and EF-hand domain containing 1
ENSG00000132635,PCED1A,PC-esterase domain containing 1A
ENSG00000132639,SNAP25,synaptosome associated protein 25
ENSG00000132640,BTBD3,BTB domain containing 3
ENSG00000132646,PCNA,proliferating cell nuclear antigen
ENSG00000132661,NXT1,nuclear transport factor 2 like export factor 1
ENSG00000132664,POLR3F,RNA polymerase III subunit F
ENSG00000132669,RIN2,Ras and Rab interactor 2
ENSG00000132670,PTPRA,protein tyrosine phosphatase receptor type A
ENSG00000132676,DAP3,death associated protein 3
ENSG00000132677,RHBG,Rh family B glycoprotein
ENSG00000132680,KHDC4,"KH domain containing 4, pre-mRNA splicing factor"
ENSG00000132681,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4
ENSG00000132688,NES,nestin
ENSG00000132692,BCAN,brevican
ENSG00000132694,ARHGEF11,Rho guanine nucleotide exchange factor 11
ENSG00000132698,RAB25,"RAB25, member RAS oncogene family"
ENSG00000132702,HAPLN2,hyaluronan and proteoglycan link protein 2
ENSG00000132703,APCS,"amyloid P component, serum"
ENSG00000132704,FCRL2,Fc receptor like 2
ENSG00000132716,DCAF8,DDB1 and CUL4 associated factor 8
ENSG00000132718,SYT11,synaptotagmin 11
ENSG00000132740,IGHMBP2,immunoglobulin mu DNA binding protein 2
ENSG00000132744,ACY3,aminoacylase 3
ENSG00000132746,ALDH3B2,aldehyde dehydrogenase 3 family member B2
ENSG00000132749,TESMIN,testis expressed metallothionein like protein
ENSG00000132763,MMACHC,metabolism of cobalamin associated C
ENSG00000132768,DPH2,diphthamide biosynthesis 2
ENSG00000132773,TOE1,"target of EGR1, exonuclease"
ENSG00000132780,NASP,nuclear autoantigenic sperm protein
ENSG00000132781,MUTYH,mutY DNA glycosylase
ENSG00000132792,CTNNBL1,catenin beta like 1
ENSG00000132793,LPIN3,lipin 3
ENSG00000132801,ZSWIM3,zinc finger SWIM-type containing 3
ENSG00000132819,RBM38,RNA binding motif protein 38
ENSG00000132821,VSTM2L,V-set and transmembrane domain containing 2 like
ENSG00000132823,OSER1,oxidative stress responsive serine rich 1
ENSG00000132824,SERINC3,serine incorporator 3
ENSG00000132825,PPP1R3D,protein phosphatase 1 regulatory subunit 3D
ENSG00000132837,DMGDH,dimethylglycine dehydrogenase
ENSG00000132840,BHMT2,betaine--homocysteine S-methyltransferase 2
ENSG00000132842,AP3B1,adaptor related protein complex 3 subunit beta 1
ENSG00000132846,ZBED3,zinc finger BED-type containing 3
ENSG00000132849,PATJ,PATJ crumbs cell polarity complex component
ENSG00000132854,KANK4,KN motif and ankyrin repeat domains 4
ENSG00000132855,ANGPTL3,angiopoietin like 3
ENSG00000132872,SYT4,synaptotagmin 4
ENSG00000132874,SLC14A2,solute carrier family 14 member 2
ENSG00000132879,FBXO44,F-box protein 44
ENSG00000132881,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2
ENSG00000132906,CASP9,caspase 9
ENSG00000132911,NMUR2,neuromedin U receptor 2
ENSG00000132912,DCTN4,dynactin subunit 4
ENSG00000132915,PDE6A,phosphodiesterase 6A
ENSG00000132932,ATP8A2,ATPase phospholipid transporting 8A2
ENSG00000132938,MTUS2,microtubule associated scaffold protein 2
ENSG00000132950,ZMYM5,zinc finger MYM-type containing 5
ENSG00000132952,USPL1,ubiquitin specific peptidase like 1
ENSG00000132953,XPO4,exportin 4
ENSG00000132958,TPTE2,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2
ENSG00000132963,POMP,proteasome maturation protein
ENSG00000132964,CDK8,cyclin dependent kinase 8
ENSG00000132965,ALOX5AP,arachidonate 5-lipoxygenase activating protein
ENSG00000132967,HMGB1P5,high mobility group box 1 pseudogene 5
ENSG00000132970,WASF3,WASP family member 3
ENSG00000132975,GPR12,G protein-coupled receptor 12
ENSG00000133019,CHRM3,cholinergic receptor muscarinic 3
ENSG00000133026,MYH10,myosin heavy chain 10
ENSG00000133027,PEMT,phosphatidylethanolamine N-methyltransferase
ENSG00000133028,SCO1,synthesis of cytochrome C oxidase 1
ENSG00000133030,MPRIP,myosin phosphatase Rho interacting protein
ENSG00000133048,CHI3L1,chitinase 3 like 1
ENSG00000133056,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ENSG00000133059,DSTYK,dual serine/threonine and tyrosine protein kinase
ENSG00000133063,CHIT1,chitinase 1
ENSG00000133065,SLC41A1,solute carrier family 41 member 1
ENSG00000133067,LGR6,leucine rich repeat containing G protein-coupled receptor 6
ENSG00000133069,TMCC2,transmembrane and coiled-coil domain family 2
ENSG00000133083,DCLK1,doublecortin like kinase 1
ENSG00000133101,CCNA1,cyclin A1
ENSG00000133103,COG6,component of oligomeric golgi complex 6
ENSG00000133104,SPART,spartin
ENSG00000133106,EPSTI1,epithelial stromal interaction 1
ENSG00000133111,RFXAP,regulatory factor X associated protein
ENSG00000133112,TPT1,"tumor protein, translationally-controlled 1"
ENSG00000133114,GPALPP1,GPALPP motifs containing 1
ENSG00000133119,RFC3,replication factor C subunit 3
ENSG00000133121,STARD13,StAR related lipid transfer domain containing 13
ENSG00000133131,MORC4,MORC family CW-type zinc finger 4
ENSG00000133134,BEX2,brain expressed X-linked 2
ENSG00000133135,RNF128,ring finger protein 128
ENSG00000133138,TBC1D8B,TBC1 domain family member 8B
ENSG00000133142,TCEAL4,transcription elongation factor A like 4
ENSG00000133169,BEX1,brain expressed X-linked 1
ENSG00000133193,VCF1,VCP nuclear cofactor family member 1
ENSG00000133195,SLC39A11,solute carrier family 39 member 11
ENSG00000133216,EPHB2,EPH receptor B2
ENSG00000133226,SRRM1,serine and arginine repetitive matrix 1
ENSG00000133243,BTBD2,BTB domain containing 2
ENSG00000133246,PRAM1,PML-RARA regulated adaptor molecule 1
ENSG00000133247,KMT5C,lysine methyltransferase 5C
ENSG00000133250,ZNF414,zinc finger protein 414
ENSG00000133256,PDE6B,phosphodiesterase 6B
ENSG00000133265,HSPBP1,HSPA (Hsp70) binding protein 1
ENSG00000133275,CSNK1G2,casein kinase 1 gamma 2
ENSG00000133302,SLF1,SMC5/6 complex localization factor 1
ENSG00000133313,CNDP2,carnosine dipeptidase 2
ENSG00000133315,MACROD1,mono-ADP ribosylhydrolase 1
ENSG00000133316,WDR74,WD repeat domain 74
ENSG00000133317,LGALS12,galectin 12
ENSG00000133318,RTN3,reticulon 3
ENSG00000133321,PLAAT4,phospholipase A and acyltransferase 4
ENSG00000133328,PLAAT2,phospholipase A and acyltransferase 2
ENSG00000133392,MYH11,myosin heavy chain 11
ENSG00000133393,CEP20,centrosomal protein 20
ENSG00000133398,MED10,mediator complex subunit 10
ENSG00000133401,PDZD2,PDZ domain containing 2
ENSG00000133422,MORC2,MORC family CW-type zinc finger 2
ENSG00000133424,LARGE1,LARGE xylosyl- and glucuronyltransferase 1
ENSG00000133433,GSTT2B,glutathione S-transferase theta 2B
ENSG00000133454,MYO18B,myosin XVIIIB
ENSG00000133460,SLC2A11,solute carrier family 2 member 11
ENSG00000133466,C1QTNF6,C1q and TNF related 6
ENSG00000133477,SACK1F,scaffolding CK1 anchoring protein F
ENSG00000133488,SEC14L4,SEC14 like lipid binding 4
ENSG00000133519,ZDHHC8BP,"ZDHHC8B, pseudogene"
ENSG00000133597,ADCK2,aarF domain containing kinase 2
ENSG00000133606,MKRN1,makorin ring finger protein 1
ENSG00000133612,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
ENSG00000133619,KRABD3,KRAB domain containing 3
ENSG00000133627,ACTR3B,actin related protein 3B
ENSG00000133636,NTS,neurotensin
ENSG00000133639,BTG1,BTG anti-proliferation factor 1
ENSG00000133640,LRRIQ1,leucine rich repeats and IQ motif containing 1
ENSG00000133641,RLIG1,RNA 5'-phosphate and 3'-OH ligase 1
ENSG00000133657,ATP13A3,ATPase 13A3
ENSG00000133661,SFTPD,surfactant protein D
ENSG00000133665,DYDC2,DPY30 domain containing 2
ENSG00000133678,TMEM254,transmembrane protein 254
ENSG00000133687,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1
ENSG00000133703,KRAS,"KRas proto-oncogene, GTPase"
ENSG00000133704,IPO8,importin 8
ENSG00000133706,LARS1,leucyl-tRNA synthetase 1
ENSG00000133710,SPINK5,serine peptidase inhibitor Kazal type 5
ENSG00000133731,IMPA1,inositol monophosphatase 1
ENSG00000133739,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1
ENSG00000133740,E2F5,E2F transcription factor 5
ENSG00000133773,CCDC59,coiled-coil domain containing 59
ENSG00000133789,SWAP70,switching B cell complex subunit SWAP70
ENSG00000133794,BMAL1,basic helix-loop-helix ARNT like 1
ENSG00000133805,AMPD3,adenosine monophosphate deaminase 3
ENSG00000133812,SBF2,SET binding factor 2
ENSG00000133816,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
ENSG00000133818,RRAS2,RAS related 2
ENSG00000133835,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
ENSG00000133858,ZFC3H1,zinc finger C3H1-type containing
ENSG00000133863,TEX15,"testis expressed 15, meiosis and synapsis associated"
ENSG00000133872,SARAF,store-operated calcium entry associated regulatory factor
ENSG00000133874,RNF122,ring finger protein 122
ENSG00000133878,DUSP26,dual specificity phosphatase 26
ENSG00000133884,DPF2,double PHD fingers 2
ENSG00000133895,MEN1,menin 1
ENSG00000133935,ERG28,ergosterol biosynthesis 28 homolog
ENSG00000133937,GSC,goosecoid homeobox
ENSG00000133943,DGLUCY,D-glutamate cyclase
ENSG00000133958,UNC79,unc-79 subunit of NALCN channel complex
ENSG00000133961,NUMB,NUMB endocytic adaptor protein
ENSG00000133962,CATSPERB,catsper channel auxiliary subunit beta
ENSG00000133980,VRTN,vertebrae development associated
ENSG00000133983,COX16,cytochrome c oxidase assembly factor COX16
ENSG00000133985,TTC9,tetratricopeptide repeat domain 9
ENSG00000133997,MED6,mediator complex subunit 6
ENSG00000134001,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
ENSG00000134007,ADAM20,ADAM metallopeptidase domain 20
ENSG00000134013,LOXL2,lysyl oxidase like 2
ENSG00000134014,ELP3,elongator acetyltransferase complex subunit 3
ENSG00000134020,PEBP4,phosphatidylethanolamine binding protein 4
ENSG00000134030,CTIF,cap binding complex dependent translation initiation factor
ENSG00000134042,MRO,maestro
ENSG00000134046,MBD2,methyl-CpG binding domain protein 2
ENSG00000134049,IER3IP1,immediate early response 3 interacting protein 1
ENSG00000134056,KGD4,alpha-ketoglutarate dehydrogenase subunit 4
ENSG00000134057,CCNB1,cyclin B1
ENSG00000134058,CDK7,cyclin dependent kinase 7
ENSG00000134070,IRAK2,interleukin 1 receptor associated kinase 2
ENSG00000134072,CAMK1,calcium/calmodulin dependent protein kinase I
ENSG00000134077,THUMPD3,THUMP domain 3 tRNA guanosine methyltransferase
ENSG00000134086,VHL,von Hippel-Lindau tumor suppressor
ENSG00000134107,BHLHE40,basic helix-loop-helix family member e40
ENSG00000134108,ARL8B,ARF like GTPase 8B
ENSG00000134109,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1
ENSG00000134115,CNTN6,contactin 6
ENSG00000134138,MEIS2,Meis homeobox 2
ENSG00000134146,DPH6,diphthamine biosynthesis 6
ENSG00000134152,KATNBL1,katanin regulatory subunit B1 like 1
ENSG00000134153,EMC7,ER membrane protein complex subunit 7
ENSG00000134160,TRPM1,transient receptor potential cation channel subfamily M member 1
ENSG00000134183,GNAT2,G protein subunit alpha transducin 2
ENSG00000134184,GSTM1,glutathione S-transferase mu 1
ENSG00000134186,PRPF38B,pre-mRNA processing factor 38B
ENSG00000134193,REG4,regenerating family member 4
ENSG00000134198,TSPAN2,tetraspanin 2
ENSG00000134201,GSTM5,glutathione S-transferase mu 5
ENSG00000134202,GSTM3,glutathione S-transferase mu 3
ENSG00000134207,SYT6,synaptotagmin 6
ENSG00000134215,VAV3,vav guanine nucleotide exchange factor 3
ENSG00000134222,PSRC1,proline and serine rich coiled-coil 1
ENSG00000134240,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2
ENSG00000134242,PTPN22,protein tyrosine phosphatase non-receptor type 22
ENSG00000134243,SORT1,sortilin 1
ENSG00000134245,WNT2B,Wnt family member 2B
ENSG00000134247,PTGFRN,prostaglandin F2 receptor inhibitor
ENSG00000134248,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
ENSG00000134250,NOTCH2,notch receptor 2
ENSG00000134253,TRIM45,tripartite motif containing 45
ENSG00000134255,CEPT1,choline/ethanolamine phosphotransferase 1
ENSG00000134256,CD101,CD101 molecule
ENSG00000134258,VTCN1,V-set domain containing T cell activation inhibitor 1
ENSG00000134259,NGF,nerve growth factor
ENSG00000134262,AP4B1,adaptor related protein complex 4 subunit beta 1
ENSG00000134265,NAPG,NSF attachment protein gamma
ENSG00000134278,SPIRE1,spire type actin nucleation factor 1
ENSG00000134283,PPHLN1,periphilin 1
ENSG00000134285,FKBP11,FKBP prolyl isomerase 11
ENSG00000134287,ARF3,ARF GTPase 3
ENSG00000134291,TMEM106C,transmembrane protein 106C
ENSG00000134294,SLC38A2,solute carrier family 38 member 2
ENSG00000134297,PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1
ENSG00000134308,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
ENSG00000134313,KIDINS220,kinase D interacting substrate 220
ENSG00000134317,GRHL1,grainyhead like transcription factor 1
ENSG00000134318,ROCK2,Rho associated coiled-coil containing protein kinase 2
ENSG00000134321,RSAD2,radical S-adenosyl methionine domain containing 2
ENSG00000134323,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
ENSG00000134324,LPIN1,lipin 1
ENSG00000134326,CMPK2,cytidine/uridine monophosphate kinase 2
ENSG00000134330,IAH1,isoamyl acetate hydrolyzing esterase 1 (putative)
ENSG00000134333,LDHA,lactate dehydrogenase A
ENSG00000134339,SAA2,serum amyloid A2
ENSG00000134343,ANO3,anoctamin 3
ENSG00000134352,IL6ST,interleukin 6 cytokine family signal transducer
ENSG00000134363,FST,follistatin
ENSG00000134365,CFHR4,complement factor H related 4
ENSG00000134369,NAV1,neuron navigator 1
ENSG00000134371,CDC73,cell division cycle 73
ENSG00000134375,TIMM17A,translocase of inner mitochondrial membrane 17A
ENSG00000134376,CRB1,crumbs cell polarity complex component 1
