gene_id,symbol,name
ENSG00000181061,HIGD1A,HIG1 hypoxia inducible domain family member 1A
ENSG00000181072,CHRM2,cholinergic receptor muscarinic 2
ENSG00000181085,MAPK15,mitogen-activated protein kinase 15
ENSG00000181090,EHMT1,euchromatic histone lysine methyltransferase 1
ENSG00000181092,ADIPOQ,"adiponectin, C1Q and collagen domain containing"
ENSG00000181097,LINC02878,long intergenic non-protein coding RNA 2878
ENSG00000181104,F2R,coagulation factor II thrombin receptor
ENSG00000181135,ZNF707,zinc finger protein 707
ENSG00000181143,MUC16,"mucin 16, cell surface associated"
ENSG00000181163,NPM1,nucleophosmin 1
ENSG00000181191,PJA1,praja ring finger ubiquitin ligase 1
ENSG00000181192,DHTKD1,dehydrogenase E1 and transketolase domain containing 1
ENSG00000181218,H2AC25,H2A clustered histone 25
ENSG00000181220,ZNF746,zinc finger protein 746
ENSG00000181222,POLR2A,RNA polymerase II subunit A
ENSG00000181240,SLC25A41,solute carrier family 25 member 41
ENSG00000181260,MTHFD2P7,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 7"
ENSG00000181264,TLCD5,TLC domain containing 5
ENSG00000181274,FRAT2,FRAT regulator of Wnt signaling pathway 2
ENSG00000181284,TMEM102,transmembrane protein 102
ENSG00000181291,TMEM132E,transmembrane protein 132E
ENSG00000181315,ZNF322,zinc finger protein 322
ENSG00000181322,NME9,NME/NM23 family member 9
ENSG00000181323,SPEM1,spermatid maturation 1
ENSG00000181333,HEPHL1,hephaestin like 1
ENSG00000181350,LRRC75A,leucine rich repeat containing 75A
ENSG00000181359,HSP90AA6P,"heat shock protein 90 alpha family class A member 6, pseudogene"
ENSG00000181378,CFAP65,cilia and flagella associated protein 65
ENSG00000181381,DDX60L,DExD/H-box 60 like
ENSG00000181392,SYNE4,spectrin repeat containing nuclear envelope family member 4
ENSG00000181396,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
ENSG00000181404,WASHC1,WASH complex subunit 1
ENSG00000181408,UTS2R,urotensin 2 receptor
ENSG00000181409,AATK,apoptosis associated tyrosine kinase
ENSG00000181418,DDN,dendrin
ENSG00000181433,SAGE1,sarcoma antigen 1
ENSG00000181444,ZNF467,zinc finger protein 467
ENSG00000181449,SOX2,SRY-box transcription factor 2
ENSG00000181450,ZNF678,zinc finger protein 678
ENSG00000181458,TMEM45A,transmembrane protein 45A
ENSG00000181467,RAP2B,"RAP2B, member of RAS oncogene family"
ENSG00000181472,ZBTB2,zinc finger and BTB domain containing 2
ENSG00000181481,RNF135,ring finger protein 135
ENSG00000181513,ACBD4,acyl-CoA binding domain containing 4
ENSG00000181523,SGSH,N-sulfoglucosamine sulfohydrolase
ENSG00000181524,RPL24P4,RPL24 pseudogene 4
ENSG00000181544,FANCB,FA complementation group B
ENSG00000181555,SETD2,"SET domain containing 2, histone lysine methyltransferase"
ENSG00000181577,LINC03040,long independently transcribed non-coding RNA 3040
ENSG00000181585,TMIE,transmembrane inner ear
ENSG00000181588,MEX3D,mex-3 RNA binding family member D
ENSG00000181610,MRPS23,mitochondrial ribosomal protein S23
ENSG00000181619,GPR135,G protein-coupled receptor 135
ENSG00000181625,SLX1B,structure-specific endonuclease subunit SLX1B
ENSG00000181626,ANKRD62,ankyrin repeat domain 62
ENSG00000181634,TNFSF15,TNF superfamily member 15
ENSG00000181638,ZFP41,ZFP41 zinc finger protein
ENSG00000181649,PHLDA2,pleckstrin homology like domain family A member 2
ENSG00000181652,ATG9B,autophagy related 9B
ENSG00000181666,ZNF875,zinc finger protein 875
ENSG00000181690,PLAG1,PLAG1 zinc finger
ENSG00000181704,YIPF6,Yip1 domain family member 6
ENSG00000181722,ZBTB20,zinc finger and BTB domain containing 20
ENSG00000181744,DIPK2A,divergent protein kinase domain 2A
ENSG00000181751,MACIR,macrophage immunometabolism regulator
ENSG00000181754,AMIGO1,adhesion molecule with Ig like domain 1
ENSG00000181773,GPR3,G protein-coupled receptor 3
ENSG00000181781,CIMAP1D,CIMAP1 family member D
ENSG00000181785,OR5AS1,olfactory receptor family 5 subfamily AS member 1
ENSG00000181788,SIAH2,siah E3 ubiquitin protein ligase 2
ENSG00000181789,COPG1,coat protein complex I subunit gamma 1
ENSG00000181790,ADGRB1,adhesion G protein-coupled receptor B1
ENSG00000181798,LINC00471,long independently transcribed non-coding RNA 471
ENSG00000181800,CELF2-AS1,CELF2 antisense RNA 1
ENSG00000181804,SLC9A9,solute carrier family 9 member A9
ENSG00000181817,LSM10,"LSM10, U7 small nuclear RNA associated"
ENSG00000181826,RELL1,RELT like 1
ENSG00000181827,RFX7,regulatory factor X7
ENSG00000181830,SLC35C1,solute carrier family 35 member C1
ENSG00000181847,TIGIT,T cell immunoreceptor with Ig and ITIM domains
ENSG00000181852,RNF41,ring finger protein 41
ENSG00000181856,SLC2A4,solute carrier family 2 member 4
ENSG00000181873,IBA57,iron-sulfur cluster assembly factor IBA57
ENSG00000181885,CLDN7,claudin 7
ENSG00000181894,ZNF329,zinc finger protein 329
ENSG00000181896,ZNF101,zinc finger protein 101
ENSG00000181904,C5orf24,chromosome 5 open reading frame 24
ENSG00000181908,LINC02724,long independently transcribed non-coding RNA 2724
ENSG00000181915,ADO,2-aminoethanethiol dioxygenase
ENSG00000181924,COA4,cytochrome c oxidase assembly factor 4 homolog
ENSG00000181927,OR4P4,olfactory receptor family 4 subfamily P member 4
ENSG00000181929,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
ENSG00000181938,GINS3,GINS complex subunit 3
ENSG00000181961,OR4A16,olfactory receptor family 4 subfamily A member 16
ENSG00000181982,CCDC149,coiled-coil domain containing 149
ENSG00000181984,GOLGA8CP,"golgin A8 family member C, pseudogene"
ENSG00000181991,MRPS11,mitochondrial ribosomal protein S11
ENSG00000182000,PPIAP73,peptidylprolyl isomerase A pseudogene 73
ENSG00000182004,SNRPE,small nuclear ribonucleoprotein polypeptide E
ENSG00000182010,RTKN2,rhotekin 2
ENSG00000182013,PNMA8A,PNMA family member 8A
ENSG00000182022,CHST15,carbohydrate sulfotransferase 15
ENSG00000182040,USH1G,USH1 protein network component sans
ENSG00000182050,MGAT4C,MGAT4 family member C
ENSG00000182053,TRIM49B,tripartite motif containing 49B
ENSG00000182054,IDH2,isocitrate dehydrogenase (NADP(+)) 2
ENSG00000182057,OGFRP1,opioid growth factor receptor pseudogene 1
ENSG00000182077,PTCHD3,patched domain containing 3 (gene/pseudogene)
ENSG00000182087,TMEM259,transmembrane protein 259
ENSG00000182093,GET1,guided entry of tail-anchored proteins factor 1
ENSG00000182095,TNRC18,trinucleotide repeat containing 18
ENSG00000182103,FAM181B,family with sequence similarity 181 member B
ENSG00000182107,CDC50B,cell division cycle 50 P4-ATPase accessory subunit B
ENSG00000182108,DEXI,Dexi homolog
ENSG00000182111,ZNF716,zinc finger protein 716
ENSG00000182117,NOP10,NOP10 ribonucleoprotein
ENSG00000182118,FAM89A,family with sequence similarity 89 member A
ENSG00000182134,TDRKH,tudor and KH domain containing
ENSG00000182141,ZNF708,zinc finger protein 708
ENSG00000182149,IST1,IST1 factor associated with ESCRT-III
ENSG00000182150,ERCC6L2,ERCC excision repair 6 like 2
ENSG00000182154,MRPL41,mitochondrial ribosomal protein L41
ENSG00000182156,ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7
ENSG00000182158,CREB3L2,cAMP responsive element binding protein 3 like 2
ENSG00000182162,P2RY8,P2Y receptor family member 8
ENSG00000182165,TP53TG1,TP53 target 1
ENSG00000182168,UNC5C,unc-5 netrin receptor C
ENSG00000182173,TSEN54,tRNA splicing endonuclease subunit 54
ENSG00000182175,RGMA,repulsive guidance molecule BMP co-receptor a
ENSG00000182177,ASB18,ankyrin repeat and SOCS box containing 18
ENSG00000182179,UBA7,ubiquitin like modifier activating enzyme 7
ENSG00000182180,MRPS16,mitochondrial ribosomal protein S16
ENSG00000182183,SHISAL2A,shisa like 2A
ENSG00000182185,RAD51B,RAD51 paralog B
ENSG00000182195,LDOC1,LDOC1 regulator of NFKB signaling
ENSG00000182196,ARL6IP4,ARF like GTPase 6 interacting protein 4
ENSG00000182197,EXT1,exostosin glycosyltransferase 1
ENSG00000182199,SHMT2,serine hydroxymethyltransferase 2
ENSG00000182208,MOB2,MOB kinase activator 2
ENSG00000182218,HHIPL1,HHIP like 1
ENSG00000182220,ATP6AP2,ATPase H+ transporting accessory protein 2
ENSG00000182224,CYB5D1,cytochrome b5 domain containing 1
ENSG00000182240,BACE2,beta-secretase 2
ENSG00000182247,UBE2E2,ubiquitin conjugating enzyme E2 E2
ENSG00000182253,SYNM,synemin
ENSG00000182256,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3
ENSG00000182257,PRR34,PRR34 long non-coding RNA
ENSG00000182261,NLRP10,NLR family pyrin domain containing 10
ENSG00000182263,FIGN,"fidgetin, microtubule severing factor"
ENSG00000182264,IZUMO1,izumo sperm-oocyte fusion 1
ENSG00000182271,TMIGD1,transmembrane and immunoglobulin domain containing 1
ENSG00000182272,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
ENSG00000182287,AP1S2,adaptor related protein complex 1 subunit sigma 2
ENSG00000182307,C8orf33,chromosome 8 open reading frame 33
ENSG00000182308,DCAF4L1,DDB1 and CUL4 associated factor 4 like 1
ENSG00000182310,SPACA6,sperm acrosome associated 6
ENSG00000182318,ZSCAN22,zinc finger and SCAN domain containing 22
ENSG00000182324,KCNJ14,potassium inwardly rectifying channel subfamily J member 14
ENSG00000182325,FBXL6,F-box and leucine rich repeat protein 6
ENSG00000182326,C1S,complement C1s
ENSG00000182327,GLTPD2,glycolipid transfer protein domain containing 2
ENSG00000182329,KIAA2012,KIAA2012
ENSG00000182330,PRAMEF8,PRAME family member 8
ENSG00000182333,LIPF,"lipase F, gastric type"
ENSG00000182352,CD300LD-AS1,CD300LD antisense RNA 1
ENSG00000182359,KBTBD3,kelch repeat and BTB domain containing 3
ENSG00000182362,YBEY,ybeY metalloendoribonuclease
ENSG00000182366,FAM87A,family with sequence similarity 87 member A
ENSG00000182372,CLN8,CLN8 transmembrane ER and ERGIC protein
ENSG00000182376,PIEZO1-AS1,PIEZO1 antisense RNA 1
ENSG00000182378,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1
ENSG00000182379,NXPH4,neurexophilin 4
ENSG00000182389,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4
ENSG00000182393,IFNL1,interferon lambda 1
ENSG00000182400,TRAPPC6B,trafficking protein particle complex subunit 6B
ENSG00000182405,PGBD4,piggyBac transposable element derived 4
ENSG00000182446,NPLOC4,"NPL4 homolog, ubiquitin recognition factor"
ENSG00000182450,KCNK4,potassium two pore domain channel subfamily K member 4
ENSG00000182459,TEX19,testis expressed 19
ENSG00000182463,TSHZ2,teashirt zinc finger homeobox 2
ENSG00000182472,CAPN12,calpain 12
ENSG00000182473,EXOC7,exocyst complex component 7
ENSG00000182481,KPNA2,karyopherin subunit alpha 2
ENSG00000182484,WASH6P,"WASP family homolog 6, pseudogene"
ENSG00000182489,XKRX,XK related X-linked
ENSG00000182492,BGN,biglycan
ENSG00000182504,CEP97,centrosomal protein 97
ENSG00000182508,LHFPL1,LHFPL tetraspan subfamily member 1
ENSG00000182511,FES,"FES proto-oncogene, tyrosine kinase"
ENSG00000182512,GLRX5,glutaredoxin 5
ENSG00000182518,VCF2,VCP nuclear cofactor family member 2
ENSG00000182521,TBPL2,TATA-box binding protein like 2
ENSG00000182531,OR7E115P,olfactory receptor family 7 subfamily E member 115 pseudogene
ENSG00000182534,MXRA7,matrix remodeling associated 7
ENSG00000182541,LIMK2,LIM domain kinase 2
ENSG00000182544,SLC61A1,solute carrier family 61 member 1
ENSG00000182545,RNASE10,ribonuclease A family member 10 (inactive)
ENSG00000182551,ADI1,acireductone dioxygenase 1
ENSG00000182552,RWDD4,RWD domain containing 4
ENSG00000182557,SPNS3,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"
ENSG00000182568,SATB1,SATB homeobox 1
ENSG00000182574,CSGALNACT2P1,CSGALNACT2 pseudogene 1
ENSG00000182575,NXPH3,neurexophilin 3
ENSG00000182578,CSF1R,colony stimulating factor 1 receptor
ENSG00000182580,EPHB3,EPH receptor B3
ENSG00000182583,VCX,variable charge X-linked
ENSG00000182585,EPGN,epithelial mitogen
ENSG00000182586,LINC00334,long independently transcribed non-coding RNA 334
ENSG00000182600,SNORC,secondary ossification center associated regulator of chondrocyte maturation
ENSG00000182606,TRAK1,trafficking kinesin protein 1
ENSG00000182612,TSPAN10,tetraspanin 10
ENSG00000182613,OR2V2,olfactory receptor family 2 subfamily V member 2
ENSG00000182621,PLCB1,phospholipase C beta 1
ENSG00000182628,SKA2,spindle and kinetochore associated complex subunit 2
ENSG00000182636,NDN,"necdin, MAGE family member"
ENSG00000182648,RNF32-DT,RNF32 divergent transcript
ENSG00000182667,NTM,neurotrimin
ENSG00000182670,TTC3,tetratricopeptide repeat domain 3
ENSG00000182676,PPP1R27,protein phosphatase 1 regulatory subunit 27
ENSG00000182685,BRICD5,BRICHOS domain containing 5
ENSG00000182687,GALR2,galanin receptor 2
ENSG00000182700,IGIP,IgA inducing protein
ENSG00000182704,TSKU,"tsukushi, small leucine rich proteoglycan"
ENSG00000182712,CMC4,C-X9-C motif containing 4
ENSG00000182718,ANXA2,annexin A2
ENSG00000182722,SEPHS1P1,selenophosphate synthetase 1 pseudogene 1
ENSG00000182732,RGS6,regulator of G protein signaling 6
ENSG00000182742,HOXB4,homeobox B4
ENSG00000182747,SLC35D3,solute carrier family 35 member D3
ENSG00000182749,PAQR7,progestin and adipoQ receptor family member 7
ENSG00000182752,PAPPA,pappalysin 1
ENSG00000182759,MAFA,MAF bZIP transcription factor A
ENSG00000182768,NGRN,"neugrin, neurite outgrowth associated"
ENSG00000182771,GRID1,glutamate ionotropic receptor delta type subunit 1
ENSG00000182774,RPS17,ribosomal protein S17
ENSG00000182782,HCAR2,hydroxycarboxylic acid receptor 2
ENSG00000182791,CCDC87,coiled-coil domain containing 87
ENSG00000182795,C1orf116,chromosome 1 open reading frame 116
ENSG00000182796,TMEM198B,transmembrane protein 198B (pseudogene)
ENSG00000182798,MAGEB17,MAGE family member B17
ENSG00000182809,CRIP2,cysteine rich protein 2
ENSG00000182810,DDX28,DEAD-box helicase 28
ENSG00000182824,FAM230E,family with sequence similarity 230 member E
ENSG00000182827,ACBD3,acyl-CoA binding domain containing 3
ENSG00000182831,HAPSTR1,HUWE1 associated protein modifying stress responses
ENSG00000182836,PLCXD3,phosphatidylinositol specific phospholipase C X domain containing 3
ENSG00000182853,VMO1,vitelline membrane outer layer 1 homolog
ENSG00000182858,ALG12,"ALG12 alpha-1,6-mannosyltransferase"
ENSG00000182866,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
ENSG00000182870,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9
ENSG00000182871,COL18A1,collagen type XVIII alpha 1 chain
ENSG00000182872,RBM10,RNA binding motif protein 10
ENSG00000182873,PRKCZ-AS1,PRKCZ antisense RNA 1
ENSG00000182885,ADGRG3,adhesion G protein-coupled receptor G3
ENSG00000182890,GLUD2,glutamate dehydrogenase 2
ENSG00000182898,TCHHL1,trichohyalin like 1
ENSG00000182899,RPL35A,ribosomal protein L35a
ENSG00000182901,RGS7,regulator of G protein signaling 7
ENSG00000182902,SLC25A18,solute carrier family 25 member 18
ENSG00000182903,ZNF721,zinc finger protein 721
ENSG00000182916,TCEAL7,transcription elongation factor A like 7
ENSG00000182919,BKGD,beta-keto-L-gulonate decarboxylase
ENSG00000182923,CEP63,centrosomal protein 63
ENSG00000182931,WFDC10B,WAP four-disulfide core domain 10B
ENSG00000182934,SRPRA,SRP receptor subunit alpha
ENSG00000182944,EWSR1,EWS RNA binding protein 1
ENSG00000182950,CIMAP1C,ciliary microtubule associated protein 1C
ENSG00000182952,HMGN4,high mobility group nucleosomal binding domain 4
ENSG00000182957,SPATA13,spermatogenesis associated 13
ENSG00000182963,GJC1,gap junction protein gamma 1
ENSG00000182973,CNOT10,CCR4-NOT transcription complex subunit 10
ENSG00000182979,MTA1,metastasis associated 1
ENSG00000182983,ZNF662,zinc finger protein 662
ENSG00000182985,CADM1,cell adhesion molecule 1
ENSG00000182986,ZNF320,zinc finger protein 320
ENSG00000182993,C12orf60,chromosome 12 open reading frame 60
ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1
ENSG00000183011,NAA38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit"
ENSG00000183018,SPNS2,"SPNS lysolipid transporter 2, sphingosine-1-phosphate"
ENSG00000183020,AP2A2,adaptor related protein complex 2 subunit alpha 2
ENSG00000183023,SLC8A1,solute carrier family 8 member A1
ENSG00000183032,SLC25A21,solute carrier family 25 member 21
ENSG00000183034,OTOP2,otopetrin 2
ENSG00000183036,PCP4,Purkinje cell protein 4
ENSG00000183044,ABAT,4-aminobutyrate aminotransferase
ENSG00000183048,SLC25A10,solute carrier family 25 member 10
ENSG00000183049,CAMK1D,calcium/calmodulin dependent protein kinase ID
ENSG00000183054,RGPD6,RANBP2 like and GRIP domain containing 6
ENSG00000183060,LYSMD4,LysM domain containing 4
ENSG00000183066,WBP2NL,WBP2 N-terminal like
ENSG00000183067,IGSF5,immunoglobulin superfamily member 5
ENSG00000183077,AFMID,arylformamidase
ENSG00000183087,GAS6,growth arrest specific 6
ENSG00000183091,NEB,nebulin
ENSG00000183092,BEGAIN,brain enriched guanylate kinase associated
ENSG00000183098,GPC6,glypican 6
ENSG00000183111,ARHGEF37,Rho guanine nucleotide exchange factor 37
ENSG00000183117,CSMD1,CUB and Sushi multiple domains 1
ENSG00000183134,PTGDR2,prostaglandin D2 receptor 2
ENSG00000183137,CEP57L1,centrosomal protein 57 like 1
ENSG00000183145,RIPPLY3,ripply transcriptional repressor 3
ENSG00000183150,GPR19,G protein-coupled receptor 19
ENSG00000183153,GJD3,gap junction protein delta 3
ENSG00000183154,LOC102723701,uncharacterized LOC102723701
ENSG00000183155,RABIF,RAB interacting factor
ENSG00000183160,TMEM119,transmembrane protein 119
ENSG00000183161,FANCF,FA complementation group F
ENSG00000183166,CALN1,calneuron 1
ENSG00000183171,NOL11P1,NOL11 pseudogene 1
ENSG00000183172,SMDT1,single-pass membrane protein with aspartate rich tail 1
ENSG00000183185,GABRR3,gamma-aminobutyric acid type A receptor subunit rho3
ENSG00000183186,C2CD4C,C2 calcium dependent domain containing 4C
ENSG00000183196,CHST6,carbohydrate sulfotransferase 6
ENSG00000183199,HSP90AB3P,"heat shock protein 90 alpha family class B member 3, pseudogene"
ENSG00000183206,POTEC,POTE ankyrin domain family member C
ENSG00000183207,RUVBL2,RuvB like AAA ATPase 2
ENSG00000183208,GDPGP1,GDP-D-glucose phosphorylase 1
ENSG00000183214,MICA,MHC class I polypeptide-related sequence A
ENSG00000183230,CTNNA3,catenin alpha 3
ENSG00000183242,WT1-AS,WT1 antisense RNA
ENSG00000183248,PRR36,proline rich 36
ENSG00000183250,LINC01547,long independently transcribed non-coding RNA 1547
ENSG00000183251,OR51B4,olfactory receptor family 51 subfamily B member 4
ENSG00000183255,PTTG1IP,PTTG1 interacting protein
ENSG00000183258,DDX41,DEAD-box helicase 41
ENSG00000183260,ABHD16B,abhydrolase domain containing 16B
ENSG00000183273,CCDC60,coiled-coil domain containing 60
ENSG00000183281,PLGLB1,plasminogen like B1
ENSG00000183283,DAZAP2,DAZ associated protein 2
ENSG00000183287,CCBE1,collagen and calcium binding EGF domains 1
ENSG00000183291,SELENOF,selenoprotein F
ENSG00000183298,RPSAP19,ribosomal protein SA pseudogene 19
ENSG00000183304,FAM9A,family with sequence similarity 9 member A
ENSG00000183305,MAGEA2B,MAGE family member A2B
ENSG00000183307,TMEM121B,transmembrane protein 121B
ENSG00000183308,,
ENSG00000183309,ZNF623,zinc finger protein 623
ENSG00000183311,TUBB,tubulin beta class I
ENSG00000183317,EPHA10,EPH receptor A10
ENSG00000183318,SPDYE4,speedy/RINGO cell cycle regulator family member E4
ENSG00000183323,CCDC125,coiled-coil domain containing 125
ENSG00000183324,REC114,REC114 meiotic recombination protein
ENSG00000183336,BOLA2,bolA family member 2
ENSG00000183337,BCOR,BCL6 corepressor
ENSG00000183340,JRKL,JRK like
ENSG00000183346,CABCOCO1,ciliary associated calcium binding coiled-coil 1
ENSG00000183347,GBP6,guanylate binding protein family member 6
ENSG00000183354,BRD10,bromodomain containing 10
ENSG00000183378,OVCH2,ovochymase 2
ENSG00000183379,SYNDIG1L,synapse differentiation inducing 1 like
ENSG00000183386,FHL3,four and a half LIM domains 3
ENSG00000183389,OR56A4,olfactory receptor family 56 subfamily A member 4
ENSG00000183395,PMCH,pro-melanin concentrating hormone
ENSG00000183397,TEKTIP1,tektin bundle interacting protein 1
ENSG00000183401,CCDC159,coiled-coil domain containing 159
ENSG00000183421,RIPK4,receptor interacting serine/threonine kinase 4
ENSG00000183423,LRIT3,"leucine rich repeat, Ig-like and transmembrane domains 3"
ENSG00000183426,NPIPA1,nuclear pore complex interacting protein family member A1
ENSG00000183431,SF3A3,splicing factor 3a subunit 3
ENSG00000183439,TRIM61,tripartite motif containing 61
ENSG00000183454,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
ENSG00000183458,PKD1P3,"polycystin 1, transient receptor potential channel interacting pseudogene 3"
ENSG00000183474,GTF2H2C,GTF2H2 family member C
ENSG00000183475,ASB7,ankyrin repeat and SOCS box containing 7
ENSG00000183476,SH2D7,SH2 domain containing 7
ENSG00000183479,TREX2,three prime repair exonuclease 2
ENSG00000183484,GPR132,G protein-coupled receptor 132
ENSG00000183486,MX2,MX dynamin like GTPase 2
ENSG00000183495,EP400,E1A binding protein p400
ENSG00000183496,MEX3B,mex-3 RNA binding family member B
ENSG00000183506,PI4KAP2,phosphatidylinositol 4-kinase alpha pseudogene 2
